1430425896.801038,0
1430425896.816028,2
1430425896.830370,0
1430425896.844291,0
1430425896.859753,5
1430425896.873918,4
1430425896.891380,0
1430425896.905912,6
1430425896.921478,9
1430425896.936142,0
1430425896.952938,8
1430425896.967155,9
1430425896.981822,8
1430425896.995943,9
1430425897.010596,9
1430425897.024677,9
1430425897.039130,9
1430425897.054282,10
1430425897.069857,9
1430425897.084208,9
1430425897.100913,9
1430425897.115973,9
1430425897.131109,9
1430425897.146134,9
1430425897.161418,9
1430425897.175949,9
1430425897.190039,9
1430425897.204037,9
1430425897.219395,9
1430425897.235607,9
1430425897.250197,9
1430425897.264155,9
1430425897.278963,9
1430425897.293682,9
1430425897.308198,10
1430425897.322285,9
1430425897.336775,9
1430425897.351974,10
1430425897.368933,9
1430425897.383713,10
1430425897.398926,10
1430425897.414000,10
1430425897.429613,10
1430425897.443590,10
1430425897.457582,10
1430425897.472016,10
1430425897.486487,10
1430425897.501452,10
1430425897.517018,10
1430425897.531394,10
1430425897.548158,10
1430425897.562734,10
1430425897.576776,10
1430425897.591294,10
1430425897.606041,10
1430425897.621353,10
1430425897.635747,10
1430425897.650575,10
1430425897.664881,10
1430425897.679383,10
1430425897.695031,10
1430425897.710918,10
1430425897.725637,10
1430425897.740122,10
1430425897.754556,10
1430425897.769027,10
1430425897.784471,10
1430425897.799486,11
1430425897.815648,11
1430425897.830550,11
1430425897.847238,11
1430425897.861152,12
1430425897.876140,11
1430425897.891123,11
1430425897.905102,11
1430425897.920213,11
1430425897.934503,11
1430425897.948793,11
1430425897.966438,11
1430425897.982521,11
1430425897.997382,11
1430425898.014799,11
1430425898.028982,11
1430425898.044204,11
1430425898.059979,11
1430425898.074685,11
1430425898.089411,11
1430425898.103826,11
1430425898.118788,11
1430425898.132905,11
1430425898.148834,11
1430425898.163522,11
1430425898.178467,11
1430425898.193772,11
1430425898.208434,11
1430425898.222753,11
1430425898.238938,11
1430425898.253384,12
1430425898.269012,11
1430425898.283237,11
1430425898.299170,11
1430425898.319126,12
1430425898.334564,12
1430425898.349955,12
1430425898.364700,12
1430425898.380227,12
1430425898.394082,12
1430425898.409856,12
1430425898.427110,12
1430425898.441252,12
1430425898.455421,11
1430425898.470636,11
1430425898.486405,11
1430425898.501424,11
1430425898.518021,11
1430425898.532584,11
1430425898.547596,11
1430425898.562206,11
1430425898.576566,11
1430425898.591673,11
1430425898.606035,11
1430425898.620540,11
1430425898.635005,11
1430425898.650876,11
1430425898.665313,11
1430425898.680843,11
1430425898.695668,11
1430425898.710335,11
1430425898.725783,11
1430425898.740289,11
1430425898.754513,11
1430425898.768914,11
1430425898.783367,11
1430425898.799212,11
1430425898.813988,11
1430425898.830135,11
1430425898.844599,11
1430425898.860023,12
1430425898.874504,11
1430425898.888812,11
1430425898.902531,11
1430425898.917419,11
1430425898.931941,11
1430425898.947603,11
1430425898.963277,11
1430425898.979073,11
1430425898.992868,12
1430425899.007730,12
1430425899.022212,12
1430425899.036748,12
1430425899.050802,11
1430425899.065041,11
1430425899.080221,12
1430425899.095871,12
1430425899.110123,11
1430425899.124614,11
1430425899.139729,13
1430425899.154084,12
1430425899.168607,12
1430425899.183557,11
1430425899.203794,11
1430425899.219528,11
1430425899.234463,11
1430425899.258557,11
1430425899.272865,11
1430425899.287533,11
1430425899.303564,11
1430425899.319673,12
1430425899.334557,12
1430425899.351142,12
1430425899.366118,11
1430425899.381565,12
1430425899.396823,12
1430425899.413225,12
1430425899.427911,12
1430425899.448018,12
1430425899.463860,12
1430425899.478138,11
1430425899.493726,12
1430425899.509028,11
1430425899.524361,12
1430425899.539018,11
1430425899.553917,11
1430425899.568298,11
1430425899.583169,11
