1430425791.923309,0
1430425791.938512,2
1430425791.956617,0
1430425791.972267,0
1430425791.986524,0
1430425792.002625,6
1430425792.018721,0
1430425792.032676,2
1430425792.046756,7
1430425792.061325,7
1430425792.076552,4
1430425792.091344,8
1430425792.107473,9
1430425792.122324,10
1430425792.138790,10
1430425792.152990,9
1430425792.167485,8
1430425792.182362,6
1430425792.196633,5
1430425792.211178,8
1430425792.227315,7
1430425792.242027,8
1430425792.256489,8
1430425792.271896,6
1430425792.286119,8
1430425792.302011,6
1430425792.316007,4
1430425792.330515,8
1430425792.344996,6
1430425792.359800,4
1430425792.374639,8
1430425792.389350,6
1430425792.403314,4
1430425792.417744,8
1430425792.432839,5
1430425792.447370,1
1430425792.462532,8
1430425792.476969,6
1430425792.491566,3
1430425792.506764,8
1430425792.520655,6
1430425792.538081,4
1430425792.552696,6
1430425792.567973,3
1430425792.583191,7
1430425792.597991,6
1430425792.612758,1
1430425792.627717,7
1430425792.644002,6
1430425792.658266,3
1430425792.672706,4
1430425792.687698,7
1430425792.702191,6
1430425792.716461,3
1430425792.730632,4
1430425792.745176,7
1430425792.759358,3
1430425792.775710,4
1430425792.789980,8
1430425792.805042,4
1430425792.820987,2
1430425792.837100,6
1430425792.852024,4
1430425792.867042,3
1430425792.883477,5
1430425792.898790,5
1430425792.914610,3
1430425792.929043,2
1430425792.944174,6
1430425792.958513,4
1430425792.972981,5
1430425792.988784,2
1430425793.003979,4
1430425793.018404,6
1430425793.037431,0
1430425793.052947,5
1430425793.068451,5
1430425793.083934,0
1430425793.098627,6
1430425793.112491,6
1430425793.127352,0
1430425793.142884,5
1430425793.157741,6
1430425793.172067,0
1430425793.191017,5
1430425793.208170,3
1430425793.222217,4
1430425793.236782,6
1430425793.252414,4
1430425793.267166,4
1430425793.283981,3
1430425793.299115,2
1430425793.313683,4
1430425793.328790,4
1430425793.344179,2
1430425793.360321,6
1430425793.375362,6
1430425793.390167,2
1430425793.405400,4
1430425793.422440,7
1430425793.437558,2
1430425793.452546,2
