1430493595.959329,0
1430493595.972114,74
1430493595.984442,146
1430493595.996942,157
1430493596.009693,172
1430493596.022377,194
1430493596.034608,208
1430493596.046640,218
1430493596.059371,231
1430493596.071381,248
1430493596.083825,271
1430493596.096003,279
1430493596.108350,284
1430493596.120603,297
1430493596.132890,306
1430493596.145133,319
1430493596.157349,331
1430493596.170539,352
1430493596.183282,355
1430493596.195625,358
1430493596.207919,363
1430493596.220578,361
1430493596.233152,361
1430493596.245093,365
1430493596.257226,369
1430493596.269349,371
1430493596.281476,374
1430493596.293592,372
1430493596.305615,368
1430493596.317952,370
1430493596.330200,373
1430493596.343387,376
1430493596.357032,380
1430493596.369259,376
1430493596.381330,382
1430493596.393747,381
1430493596.406037,388
1430493596.418303,381
1430493596.430654,393
1430493596.443248,391
1430493596.455421,392
1430493596.467931,401
1430493596.480445,396
1430493596.493862,396
1430493596.506196,399
1430493596.518618,401
1430493596.530860,404
1430493596.543327,403
1430493596.555639,409
1430493596.567883,411
1430493596.580005,408
1430493596.592302,401
1430493596.605127,409
1430493596.617567,413
1430493596.629849,412
1430493596.642637,403
1430493596.654908,414
1430493596.667131,419
1430493596.679543,417
1430493596.691584,417
1430493596.703683,313
1430493596.716201,363
1430493596.728338,418
1430493596.740863,421
1430493596.753041,423
1430493596.765290,422
1430493596.777532,263
1430493596.789750,319
1430493596.802169,343
1430493596.815260,363
1430493596.827451,379
1430493596.839962,390
1430493596.852435,421
1430493596.865244,422
1430493596.877388,307
1430493596.889940,371
1430493596.902054,412
1430493596.914087,419
1430493596.926358,418
1430493596.938719,409
1430493596.951150,274
1430493596.964408,293
1430493596.976772,323
1430493596.988901,335
1430493597.001064,355
1430493597.013775,385
1430493597.026001,398
1430493597.038563,421
1430493597.050760,420
1430493597.063157,421
1430493597.075336,415
1430493597.087442,424
1430493597.099408,248
1430493597.112773,370
1430493597.125285,398
1430493597.137797,419
1430493597.150019,425
1430493597.162227,325
1430493597.174449,374
1430493597.186524,385
1430493597.198974,401
1430493597.211668,421
1430493597.224421,415
1430493597.236808,421
1430493597.249198,320
1430493597.261230,347
1430493597.274154,368
1430493597.286478,412
1430493597.298822,423
1430493597.311122,422
1430493597.323408,275
1430493597.335714,355
1430493597.348053,363
1430493597.360467,378
1430493597.373081,422
1430493597.385354,424
1430493597.397359,422
1430493597.409676,393
1430493597.421965,280
1430493597.434094,295
1430493597.446682,312
1430493597.458672,341
1430493597.470696,355
1430493597.482834,369
1430493597.495013,377
1430493597.507258,393
1430493597.519492,409
1430493597.531939,424
1430493597.544615,409
1430493597.556781,270
1430493597.568802,312
1430493597.580858,315
1430493597.593072,324
1430493597.605227,334
1430493597.617630,346
1430493597.630988,374
1430493597.643863,390
1430493597.656356,406
1430493597.668663,417
1430493597.680843,425
1430493597.692938,261
1430493597.705116,324
1430493597.717128,330
1430493597.729276,346
1430493597.741435,362
1430493597.753771,374
1430493597.766140,419
1430493597.778646,424
1430493597.790925,342
1430493597.803267,0
1430493597.815666,0
1430493597.828035,0
1430493597.840514,0
1430493597.852936,0
1430493597.865397,0
1430493597.878028,0
1430493597.890615,0
1430493597.903102,0
1430493597.915618,0
1430493597.928129,0
1430493597.940611,0
1430493597.953090,0
1430493597.966167,0
1430493597.979200,0
1430493597.992194,0
1430493598.004690,15
1430493598.017057,42
1430493598.029416,56
1430493598.041511,69
1430493598.053625,88
1430493598.066063,114
1430493598.080527,189
1430493598.093068,217
1430493598.105286,232
1430493598.117686,248
1430493598.130352,323
1430493598.142657,397
1430493598.155295,414
1430493598.167466,414
1430493598.179635,361
1430493598.191898,91
1430493598.204036,0
1430493598.216222,0
1430493598.228384,0
1430493598.240789,0
1430493598.253126,0
1430493598.265463,0
1430493598.277774,0
1430493598.290075,0
1430493598.302509,0
1430493598.314818,0
1430493598.327145,0
1430493598.339577,0
1430493598.351912,0
1430493598.364183,0
1430493598.376492,0
1430493598.388803,0
1430493598.401700,39
1430493598.414091,75
1430493598.426316,101
1430493598.438532,146
1430493598.450650,161
1430493598.463280,196
1430493598.475653,261
1430493598.487981,265
1430493598.500040,277
1430493598.512024,296
1430493598.524553,334
1430493598.536534,363
1430493598.548575,382
1430493598.561340,400
1430493598.573522,424
1430493598.585501,424
1430493598.597987,30
1430493598.610135,70
1430493598.622393,76
1430493598.634845,132
1430493598.647128,170
1430493598.659475,194
1430493598.672034,228
1430493598.684167,253
1430493598.696815,264
1430493598.709053,306
1430493598.721205,313
1430493598.733327,318
1430493598.745939,356
1430493598.760653,404
1430493598.773191,423
1430493598.786422,424
1430493598.798545,67
1430493598.810567,0
1430493598.822607,0
1430493598.834679,0
1430493598.846751,0
1430493598.858792,0
1430493598.870956,0
1430493598.883110,0
1430493598.895346,0
1430493598.907548,0
1430493598.919708,0
1430493598.931874,0
1430493598.944022,0
1430493598.956224,0
1430493598.968969,0
1430493598.982003,0
1430493598.995049,0
1430493599.008651,0
1430493599.021078,52
1430493599.033511,73
1430493599.045731,100
1430493599.058901,113
1430493599.071482,119
1430493599.083963,157
1430493599.096221,172
1430493599.108310,184
1430493599.120460,210
1430493599.132500,213
1430493599.144445,217
1430493599.157446,227
1430493599.169729,247
1430493599.181996,253
1430493599.194421,259
1430493599.206635,267
1430493599.219197,276
1430493599.232549,302
1430493599.244726,340
1430493599.257591,353
1430493599.270224,397
1430493599.282521,419
1430493599.294668,424
1430493599.306918,194
1430493599.319104,29
1430493599.331613,63
1430493599.344012,86
1430493599.356227,101
1430493599.368539,118
1430493599.380731,135
1430493599.393171,152
1430493599.405174,167
1430493599.417261,174
1430493599.429341,186
1430493599.441554,194
1430493599.453700,217
1430493599.465948,255
1430493599.478121,285
1430493599.490400,303
1430493599.502578,319
1430493599.514588,336
1430493599.526696,369
1430493599.539005,404
1430493599.551041,424
1430493599.563327,425
1430493599.576074,31
1430493599.588796,0
1430493599.601555,0
1430493599.614383,0
1430493599.627230,0
1430493599.640034,0
1430493599.652861,0
1430493599.665662,0
1430493599.678502,0
1430493599.691245,0
1430493599.703942,0
1430493599.716764,0
1430493599.729568,0
1430493599.742268,0
1430493599.755169,0
1430493599.767996,0
1430493599.780731,0
1430493599.793228,31
1430493599.805356,52
1430493599.817433,91
1430493599.829681,97
1430493599.842093,102
1430493599.854717,114
1430493599.866772,121
1430493599.879115,137
1430493599.892204,161
1430493599.905390,214
1430493599.918085,261
1430493599.930089,280
1430493599.942366,285
1430493599.954658,300
1430493599.967061,344
1430493599.979403,361
1430493599.992041,372
1430493600.004392,407
1430493600.016488,420
1430493600.029832,424
1430493600.042113,123
1430493600.054579,53
1430493600.066989,92
1430493600.079207,110
1430493600.091337,137
1430493600.103411,160
1430493600.115615,165
1430493600.127840,171
1430493600.140107,180
1430493600.152136,186
1430493600.165377,197
1430493600.177767,204
1430493600.189729,212
1430493600.201794,219
1430493600.214156,267
